section_id,title,status,md_tables,md_rows,db_tables,db_rows,coverage_pct,issue_types,details
1-2-5#2,현장용접,DB_ONLY,0,0,1,1,,,
1-2-5#3,관목 전정,DB_ONLY,0,0,2,5,,,
1-2-6#3,수간보호,DB_ONLY,0,0,1,2,,,
1-2-7#2,철골세우기용 장비의 가설 및 해체이동,DB_ONLY,0,0,7,14,,,
1-2-7#3,줄기싸주기,DB_ONLY,0,0,1,2,,,
1-2-8#2,인력관수,DB_ONLY,0,0,6,12,,,
1-3,재료 및 노임의 할증,DB_ONLY,0,0,0,0,,,
1-3#2,보조기층,DB_ONLY,0,0,0,0,,,
1-3#3,데크플레이트,DB_ONLY,0,0,0,0,,,
1-3#4,스테인리스 강관,DB_ONLY,0,0,0,0,,,
1-3#5,철근콘크리트공사,DB_ONLY,0,0,0,0,,,
1-3-1#2,인력식 소규모장비 포설,DB_ONLY,0,0,1,5,,,
1-3-1#3,데크플레이트 가스절단,DB_ONLY,0,0,4,5,,,
1-3-1#4,용접접합,DB_ONLY,0,0,2,23,,,
1-3-2#2,기계포설(길어깨),DB_ONLY,0,0,1,5,,,
1-3-2#4,용접배관,DB_ONLY,0,0,2,19,,,
1-3-3#2,데크플레이트 설치,DB_ONLY,0,0,1,3,,,
1-3-3#3,그루브조인트식 접합 및 배관,DB_ONLY,0,0,2,14,,,
1-3-3#4,콘크리트 균열 보수(패커주입공법),DB_ONLY,0,0,5,7,,,
1-3-4,프레스식 접합 및 배관,DB_ONLY,0,0,4,14,,,
1-3-4#2,콘크리트 균열 보수(충전공법),DB_ONLY,0,0,5,8,,,
1-3-5,주름관 접합 및 배관,FAIL,4,15,0,0,0.0,SECTION_MISSING,원본 4개 테이블/15행이 DB에 없음
1-3-6,콘크리트 단면복구,FAIL,5,8,0,0,0.0,SECTION_MISSING,원본 5개 테이블/8행이 DB에 없음
1-3-7,워터젯 치핑,DB_ONLY,0,0,1,7,,,
1-4,품의 할증,FAIL,2,28,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 28행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
1-4#2,입도조정기층,DB_ONLY,0,0,0,0,,,
1-4#3,부대공사,DB_ONLY,0,0,0,0,,,
1-4#4,주철관,DB_ONLY,0,0,0,0,,,
1-4-1#2,부대철골 설치,DB_ONLY,0,0,3,6,,,
1-4-1#3,기계식접합 및 배관,DB_ONLY,0,0,1,7,,,
1-4-2,수밀밴드 접합 및 배관,FAIL,2,16,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 16행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
1-4-2#2,기계포설(길어깨),DB_ONLY,0,0,1,5,,,
1-4-2#4,수밀밴드 접합 및 배관,DB_ONLY,0,0,1,7,,,
1-4-3#2,기계포설(본선),DB_ONLY,0,0,1,4,,,
1-4-3#3,철골 내화 피복뿜칠,DB_ONLY,0,0,1,5,,,
1-4-4#2,경량형강철골조 조립설치,DB_ONLY,0,0,2,2,,,
1-4-6,작업제한,DB_ONLY,0,0,1,5,,,
1-5,기타,DB_ONLY,0,0,0,0,,,
1-5#2,아스콘 포장,DB_ONLY,0,0,0,0,,,
1-5#3,경질관,DB_ONLY,0,0,0,0,,,
1-5-1,텍코팅 및 프라임 코팅 살포,FAIL,3,16,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 16행 vs DB 0행 (coverage 0.0%) | 원본에 3개 테이블이 있지만 DB에 0개
1-5-1#2,텍코팅 및 프라임 코팅 살포,DB_ONLY,0,0,1,4,,,
1-5-1#3,접착제 접합 및 배관,DB_ONLY,0,0,1,10,,,
1-5-10,표준품셈 보완실사,DB_ONLY,0,0,0,0,,,
1-5-2,고무링 캡조임 접합 및 배관(일반 PVC),FAIL,2,22,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 22행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
1-5-2#2,아스팔트 기층 소규모포설,DB_ONLY,0,0,1,6,,,
1-5-2#3,고무링 캡조임 접합 및 배관(일반 PVC),DB_ONLY,0,0,1,10,,,
1-5-3,아스팔트 기층 기계포설(소형장비),FAIL,2,14,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 14행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
1-5-3#2,아스팔트 기층 기계포설(소형장비),DB_ONLY,0,0,1,8,,,
1-5-3#3,고무링 캡조임 접합 및 배관(고강도PVC),DB_ONLY,0,0,1,7,,,
1-5-4,환경관리비,DB_ONLY,0,0,0,0,,,
1-5-4#2,아스팔트 기층 기계포설(대형장비),DB_ONLY,0,0,1,9,,,
1-5-5#2,아스팔트 표층 소규모포설,DB_ONLY,0,0,1,6,,,
1-5-6,사용료,FAIL,1,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 1개 테이블이 있지만 DB에 0개
1-5-6#2,아스팔트 표층 기계포설(소형장비),DB_ONLY,0,0,1,8,,,
1-5-7#2,아스팔트 표층 기계포설(대형장비),DB_ONLY,0,0,1,7,,,
1-5-8,종합시운전 및 조정비,DB_ONLY,0,0,0,0,,,
1-5-8#2,쇄석 매스틱 아스팔트(SMA) 표층 포설,DB_ONLY,0,0,1,6,,,
1-5-9,시공측량비,FAIL,3,22,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 22행 vs DB 0행 (coverage 0.0%) | 원본에 3개 테이블이 있지만 DB에 0개
1-5-9#2,배수성,DB_ONLY,0,0,1,6,,,
1-6,콘크리트 포장,DB_ONLY,0,0,0,0,,,
1-6#2,연질관,DB_ONLY,0,0,0,0,,,
1-6-1#2,폴리부틸렌(PB) 일반접합 및 배관,DB_ONLY,0,0,1,2,,,
1-6-2#2,폴리부틸렌(PB) 이중관 접합 및 배관,DB_ONLY,0,0,1,2,,,
1-6-3#2,가교화 폴리에틸렌관 접합 및 배관,DB_ONLY,0,0,1,2,,,
1-6-5,기계포설 장비조립 및 해체,DB_ONLY,0,0,1,8,,,
1-6-6,포장줄눈 절단,DB_ONLY,0,0,3,6,,,
1-6-7,포장줄눈 설치,FAIL,4,14,0,0,0.0,SECTION_MISSING,원본 4개 테이블/14행이 DB에 없음
1-7,저속도로포장,DB_ONLY,0,0,0,0,,,
1-7-3,투수아스팔트 표층 소규모포설,DB_ONLY,0,0,3,9,,,
1-7-5,탄성포장재 포설,DB_ONLY,0,0,3,9,,,
1-8-10,가드레일 설치,DB_ONLY,0,0,2,7,,,
1-8-12,중앙분리대 설치(콘크리트포설식),DB_ONLY,0,0,2,8,,,
1-8-14,표시못 설치,DB_ONLY,0,0,6,12,,,
1-8-15,L형측구 설치(포설식),FAIL,6,11,0,0,0.0,SECTION_MISSING,원본 6개 테이블/11행이 DB에 없음
1-8-4,도로표지병 설치,DB_ONLY,0,0,6,9,,,
1-8-6,볼라드 설치,DB_ONLY,0,0,1,2,,,
1-8-7,주차 블록 설치,DB_ONLY,0,0,2,3,,,
1-8-8,차선규제봉 설치,DB_ONLY,0,0,4,7,,,
1-9,부대공,DB_ONLY,0,0,0,0,,,
1-9-2,보차도 및 도로경계블록 설치,DB_ONLY,0,0,4,17,,,
1-9-3,낙석방지책 설치,FAIL,4,17,0,0,0.0,SECTION_MISSING,원본 4개 테이블/17행이 DB에 없음
10-1,창호,DB_ONLY,0,0,0,0,,,
10-1#2,소화함,DB_ONLY,0,0,0,0,,,
10-1-1,목재창호 설치,DB_ONLY,0,0,3,6,,,
10-1-1#2,옥내소화전함 설치,DB_ONLY,0,0,2,3,,,
10-1-2,강재창호 설치,DB_ONLY,0,0,0,0,,,
10-1-2#2,소화용구 격납상자 설치,DB_ONLY,0,0,2,6,,,
10-1-4,합성수지창호 설치,DB_ONLY,0,0,1,4,,,
10-1-5,셔터설치(장치포함),DB_ONLY,0,0,2,3,,,
10-2-1,알람밸브 설치,FAIL,5,9,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 9행 vs DB 0행 (coverage 0.0%) | 원본에 5개 테이블이 있지만 DB에 0개
10-2-2#2,준비작동식밸브 설치,DB_ONLY,0,0,1,4,,,
10-2-3,도어록 설치,DB_ONLY,0,0,5,8,,,
10-2-3#2,드라이밸브 설치,DB_ONLY,0,0,0,0,,,
10-2-4,관말시험밸브 설치,DB_ONLY,0,0,3,4,,,
10-3,유리,DB_ONLY,0,0,0,0,,,
10-3-1,지하식 설치,FAIL,5,12,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음
10-3-2#2,지상식 설치,DB_ONLY,0,0,2,3,,,
10-4,커튼월,DB_ONLY,0,0,2,2,,,
10-4#2,송수구,DB_ONLY,0,0,0,0,,,
10-4-1,알루미늄 프레임 설치,DB_ONLY,0,0,3,5,,,
10-4-2,외벽 패널 설치,FAIL,6,8,0,0,0.0,SECTION_MISSING,원본 6개 테이블/8행이 DB에 없음
10-4-2#2,방수구 설치,DB_ONLY,0,0,1,2,,,
10-4-3#2,연결송수구설치,DB_ONLY,0,0,0,0,,,
10-5,탱크,DB_ONLY,0,0,0,0,,,
10-5-2,마중물탱크설치,DB_ONLY,0,0,3,3,,,
10-7,소화용 헤드,DB_ONLY,0,0,0,0,,,
10-7-1,스프링클러 헤드설치,DB_ONLY,0,0,2,2,,,
10-8,소화기,DB_ONLY,0,0,0,0,,,
10-8-2,자동식 소화기 설치,DB_ONLY,0,0,3,5,,,
10-9-1,완강기 설치,FAIL,3,5,0,0,0.0,SECTION_MISSING,원본 3개 테이블/5행이 DB에 없음
11-1,공통공사,DB_ONLY,0,0,0,0,,,
11-1#2,강관,DB_ONLY,0,0,0,0,,,
11-1-1,콘크리트･모르타르면 바탕만들기,DB_ONLY,0,0,4,6,,,
11-1-1#2,용접접합,DB_ONLY,0,0,1,8,,,
11-1-2,석고보드면 바탕만들기,FAIL,6,34,0,0,0.0,SECTION_MISSING,원본 6개 테이블/34행이 DB에 없음
11-1-2#2,용접식 부설,DB_ONLY,0,0,2,16,,,
11-1-3,철재면 바탕만들기,DB_ONLY,0,0,1,2,,,
11-1-3#2,나사식 접합 및 배관,DB_ONLY,0,0,3,11,,,
11-1-4,목재면 바탕만들기,DB_ONLY,0,0,2,3,,,
11-1-5,도장 후 퍼티 및 연마,DB_ONLY,0,0,2,3,,,
11-2,페인트,DB_ONLY,0,0,0,0,,,
11-2#2,PE관,DB_ONLY,0,0,0,0,,,
11-2-1,버트 융착식 접합 및 부설,FAIL,4,15,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 15행 vs DB 0행 (coverage 0.0%) | 원본에 4개 테이블이 있지만 DB에 0개
11-2-1#2,버트 융착식 접합 및 부설,DB_ONLY,0,0,1,4,,,
11-2-10,걸레받이용 페인트칠,FAIL,7,10,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 10행 vs DB 0행 (coverage 0.0%) | 원본에 7개 테이블이 있지만 DB에 0개
11-2-2,수성페인트 롤러칠,DB_ONLY,0,0,1,2,,,
11-2-4,유성페인트 붓칠,DB_ONLY,0,0,1,4,,,
11-2-5,유성페인트 롤러칠,DB_ONLY,0,0,1,4,,,
11-2-7,오일스테인칠,DB_ONLY,0,0,3,4,,,
11-2-9,낙서방지용 페인트칠,DB_ONLY,0,0,3,5,,,
11-3,스프레이,DB_ONLY,0,0,0,0,,,
11-3#2,부속기기,DB_ONLY,0,0,1,15,,,
11-3-1,분기공 설치,FAIL,2,27,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 27행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
11-3-1#2,분기공 설치,DB_ONLY,0,0,1,12,,,
11-3-2,탄성코트칠,DB_ONLY,0,0,1,2,,,
11-3-2#2,밸브 설치,DB_ONLY,0,0,1,6,,,
11-3-3#2,직독식 가스미터 설치,DB_ONLY,0,0,4,6,,,
11-3-4,원격식 가스미터 설치,FAIL,6,14,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 14행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
12-1,계기반 및 함류,DB_ONLY,0,0,0,0,,,
12-1-1,계기반 설치,DB_ONLY,0,0,1,14,,,
12-2,자동제어기기,DB_ONLY,0,0,0,0,,,
12-2-1,자동제어기기 설치,DB_ONLY,0,0,1,21,,,
12-2-3,도압배관,DB_ONLY,0,0,1,8,,,
12-2-5,압축공기 발생장치 및 공기관 배관,DB_ONLY,0,0,1,21,,,
12-3,전선배선,DB_ONLY,0,0,0,0,,,
13-1,플랜트 배관,DB_ONLY,0,0,0,0,,,
13-1-6,Oil Flushing,DB_ONLY,0,0,1,8,,,
13-10,운반기계설비,DB_ONLY,0,0,0,0,,,
13-11,기타 기계설비,DB_ONLY,0,0,0,0,,,
13-11-1,일반기기 설치,DB_ONLY,0,0,1,6,,,
13-11-4,가설자재 손료율,DB_ONLY,0,0,1,8,,,
13-2,플랜트 용접,DB_ONLY,0,0,0,0,,,
13-3,배관 및 기기보온,DB_ONLY,0,0,0,0,,,
13-4,강재 제작 설치,DB_ONLY,0,0,1,7,,,
13-4-2,철골 가공조립,DB_ONLY,0,0,5,14,,,
13-4-4,강재류 조립설치,DB_ONLY,0,0,3,13,,,
13-4-7,탱크청소,FAIL,3,15,0,0,0.0,SECTION_MISSING,원본 3개 테이블/15행이 DB에 없음
13-5,화력발전 기계설비,DB_ONLY,0,0,0,0,,,
13-5-4,덕트 설치,DB_ONLY,0,0,4,26,,,
13-5-5,공기예열기(Preheater) 설치,FAIL,4,26,0,0,0.0,SECTION_MISSING,원본 4개 테이블/26행이 DB에 없음
13-6,수력발전 기계설비,DB_ONLY,0,0,0,0,,,
13-7,제철기계설비,DB_ONLY,0,0,1,6,,,
13-7-10,전등 Mud Gun 설치,DB_ONLY,0,0,2,22,,,
13-7-11,내화물(제철축로) 쌓기,FAIL,2,23,0,0,0.0,SECTION_MISSING,원본 2개 테이블/23행이 DB에 없음
13-7-12,Craft 및 Tomlex Spray 공사,DB_ONLY,0,0,1,2,,,
13-7-13,Castable Spray 공사,DB_ONLY,0,0,1,2,,,
13-7-17,균열로 본체 및 Recuperator실 조립설치,DB_ONLY,0,0,1,6,,,
13-7-19,Mill Line 기기류 조립설치,DB_ONLY,0,0,1,9,,,
13-7-2,노정장입 장치 기기 설치,DB_ONLY,0,0,1,9,,,
13-7-22,노 기밀 시험,DB_ONLY,0,0,3,17,,,
13-7-4,열풍로 본체 및 부속설비 설치,DB_ONLY,0,0,3,17,,,
13-7-5,열풍로 DECK 설치,FAIL,3,17,0,0,0.0,SECTION_MISSING,원본 3개 테이블/17행이 DB에 없음
13-7-6,주선기 본체 및 부속기기 설치,DB_ONLY,0,0,3,17,,,
13-7-7,Edge Mill 설치,FAIL,3,17,0,0,0.0,SECTION_MISSING,원본 3개 테이블/17행이 DB에 없음
13-7-8,제진기 본체 및 부속설비 설치,DB_ONLY,0,0,3,17,,,
13-7-9,Ventri Scrubber 본체 및 부속설비 설치,FAIL,3,17,0,0,0.0,SECTION_MISSING,원본 3개 테이블/17행이 DB에 없음
13-8,쓰레기소각 기계설비,FAIL,3,17,0,0,0.0,SECTION_MISSING,원본 3개 테이블/17행이 DB에 없음
13-8-3,덕트 제작 및 설치,DB_ONLY,0,0,1,7,,,
13-9,하수처리 기계설비,DB_ONLY,0,0,0,0,,,
13-9-1,수중펌프 설치,DB_ONLY,0,0,3,7,,,
13-9-3,산기장치 설치,DB_ONLY,0,0,3,5,,,
2-1,가설물의 한도,DB_ONLY,0,0,0,0,,,
2-1#2,사석,DB_ONLY,0,0,0,0,,,
2-1#3,벽돌,DB_ONLY,0,0,0,0,,,
2-1#4,덕트,DB_ONLY,0,0,0,0,,,
2-1#5,도로포장공사,DB_ONLY,0,0,0,0,,,
2-1-1#2,사석부설,DB_ONLY,0,0,0,0,,,
2-1-1#3,벽돌 쌓기,DB_ONLY,0,0,2,7,,,
2-1-1#5,교통통제 및 안전처리,DB_ONLY,0,0,0,0,,,
2-1-12,일체형 맨홀추락방지망 설치(아스팔트구간),DB_ONLY,0,0,1,8,,,
2-1-14,부착형 맨홀추락방지망 설치,DB_ONLY,0,0,1,3,,,
2-1-16,차선도색제거,DB_ONLY,0,0,1,4,,,
2-1-17,슬러리실,DB_ONLY,0,0,1,2,,,
2-1-19,현장가열 표층재생공법,DB_ONLY,0,0,1,7,,,
2-1-2#2,사석고르기,DB_ONLY,0,0,1,2,,,
2-1-2#3,치장쌓기 및 줄눈설치,DB_ONLY,0,0,2,9,,,
2-1-2#4,아연도금강판덕트(스파이럴덕트) 설치,DB_ONLY,0,0,4,17,,,
2-1-2#5,포장 절단,DB_ONLY,0,0,1,4,,,
2-1-21,교통 안전표지판 철거,DB_ONLY,0,0,1,3,,,
2-1-23,도로반사경 철거,DB_ONLY,0,0,1,3,,,
2-1-24,도로반사경 교체,DB_ONLY,0,0,5,11,,,
2-1-26,시선유도표지 철거,FAIL,6,14,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 14행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
2-1-27,보도용 블록 인력철거,DB_ONLY,0,0,5,13,,,
2-1-28,보도용 블록 장비사용 철거,FAIL,5,12,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음
2-1-3#3,"아스팔트 포장 절삭 후 아스팔트 덧씌우기(1회 절삭, 1회 포장)",DB_ONLY,0,0,1,11,,,
2-1-33,보차도 및 도로경계블록 재설치,DB_ONLY,0,0,2,10,,,
2-1-34,가드레일 철거,FAIL,3,12,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 12행 vs DB 0행 (coverage 0.0%) | 원본에 3개 테이블이 있지만 DB에 0개
2-1-4#3,"아스팔트 포장 절삭 후 아스팔트 덧씌우기(1회 절삭, 2회 포장)",DB_ONLY,0,0,3,16,,,
2-1-5#2,세대내 환기덕트 설치,DB_ONLY,0,0,8,13,,,
2-1-5#3,절삭 후 콘크리트 덧씌우기,DB_ONLY,0,0,1,9,,,
2-1-6#2,아스팔트 절삭 및 덧씌우기,DB_ONLY,0,0,1,12,,,
2-1-7,콘크리트 포장 절삭 후 아스팔트 덧씌우기,DB_ONLY,0,0,1,11,,,
2-10,피해방지시설,DB_ONLY,0,0,0,0,,,
2-10-1,비계주위 보호막 설치 및 해체,DB_ONLY,0,0,5,13,,,
2-10-2,방진망 설치 및 해체,FAIL,8,13,0,0,0.0,SECTION_MISSING,원본 8개 테이블/13행이 DB에 없음
2-10-3,터널방음문 설치 및 해체,DB_ONLY,0,0,1,5,,,
2-10-4,박스형 간이흙막이 설치 및 해체,DB_ONLY,0,0,1,3,,,
2-10-6,비탈면 보양,DB_ONLY,0,0,5,10,,,
2-11-3,준공청소,DB_ONLY,0,0,1,1,,,
2-11-4,입주청소,DB_ONLY,0,0,2,2,,,
2-11-5,비산먼지 발생 억제를 위한 살수,DB_ONLY,0,0,3,4,,,
2-11-6,자동세륜기 설치 및 해체,FAIL,7,7,0,0,0.0,SECTION_MISSING,원본 7개 테이블/7행이 DB에 없음
2-11-7,슬러지 제거,DB_ONLY,0,0,3,6,,,
2-11-8,지능형 CCTV 설치 및 해체,DB_ONLY,0,0,0,0,,,
2-12,공통장비,DB_ONLY,0,0,0,0,,,
2-12-1,건설용리프트 설치 및 해체,DB_ONLY,0,0,1,4,,,
2-12-2,마스트 설치 및 해체,DB_ONLY,0,0,5,5,,,
2-12-3,축중계 설치 및 해체,FAIL,6,10,0,0,0.0,SECTION_MISSING,원본 6개 테이블/10행이 DB에 없음
2-2,손율,DB_ONLY,0,0,0,0,,,
2-2#2,돌망태,DB_ONLY,0,0,1,4,,,
2-2#3,블록,DB_ONLY,0,0,0,0,,,
2-2#4,덕트기구,DB_ONLY,0,0,0,0,,,
2-2#5,궤도공사,DB_ONLY,0,0,0,0,,,
2-2-1,타원형 돌망태 설치,FAIL,6,32,0,0,0.0,SECTION_MISSING,원본 6개 테이블/32행이 DB에 없음
2-2-1#2,블록쌓기,DB_ONLY,0,0,4,16,,,
2-2-1#3,취출구 설치,DB_ONLY,0,0,1,15,,,
2-2-1#4,철도안전처리,DB_ONLY,0,0,0,0,,,
2-2-10,도상자갈철거(인력),DB_ONLY,0,0,3,7,,,
2-2-11,도상자갈철거(기계),FAIL,4,18,0,0,0.0,SECTION_MISSING,원본 4개 테이블/18행이 DB에 없음
2-2-13,궤도정정 및 이설,DB_ONLY,0,0,1,5,,,
2-2-14,교상가드레일 철거,DB_ONLY,0,0,3,6,,,
2-2-15,목침목 탄성체결장치 철거,FAIL,4,11,0,0,0.0,SECTION_MISSING,원본 4개 테이블/11행이 DB에 없음
2-2-2#2,매트리스형 돌망태 설치,DB_ONLY,0,0,1,4,,,
2-2-2#4,흡입구 설치,DB_ONLY,0,0,2,11,,,
2-2-2#5,궤광철거,DB_ONLY,0,0,1,9,,,
2-2-3#2,돌망태형옹벽 설치,DB_ONLY,0,0,1,4,,,
2-2-3#3,덕트 플렉시블 조인트 설치,DB_ONLY,0,0,1,8,,,
2-2-3#4,분기기 철거,DB_ONLY,0,0,1,3,,,
2-2-4,구조물 동바리,DB_ONLY,0,0,1,1,,,
2-2-4#2,일반댐퍼(사각) 설치,DB_ONLY,0,0,4,11,,,
2-2-4#3,레일교환(인력),DB_ONLY,0,0,1,10,,,
2-2-5#3,레일교환(기계),DB_ONLY,0,0,1,6,,,
2-2-6#2,제연댐퍼 설치,DB_ONLY,0,0,3,8,,,
2-2-6#3,침목교환(인력),DB_ONLY,0,0,3,16,,,
2-2-7#2,침목교환(기계),DB_ONLY,0,0,1,9,,,
2-2-9,분기기교환(기계),DB_ONLY,0,0,1,12,,,
2-3,가설건축물,DB_ONLY,0,0,0,0,,,
2-3#2,하천호안공,DB_ONLY,0,0,0,0,,,
2-3#3,ALC,DB_ONLY,0,0,4,11,,,
2-3#4,교량공사,DB_ONLY,0,0,0,0,,,
2-3-1#2,식생매트 설치,DB_ONLY,0,0,1,3,,,
2-3-1#4,강교보수 바탕처리(인력),DB_ONLY,0,0,1,3,,,
2-3-2#2,블록 붙이기(인력),DB_ONLY,0,0,1,2,,,
2-3-2#3,ALC패널 설치,DB_ONLY,0,0,1,6,,,
2-3-2#4,강교보수 바탕처리(장비),DB_ONLY,0,0,1,9,,,
2-4,가설울타리 및 가설방음벽,DB_ONLY,0,0,0,0,,,
2-4#2,관부설 및 접합,DB_ONLY,0,0,0,0,,,
2-4-1#2,상수관 세척,DB_ONLY,0,0,6,13,,,
2-4-11,CCTV조사,DB_ONLY,0,0,1,4,,,
2-4-3#2,관세관(스크레이퍼+워터젯트 병행 방법),DB_ONLY,0,0,2,15,,,
2-4-4#2,하수관 수밀시험,DB_ONLY,0,0,1,4,,,
2-4-5,가로형 가설방음판 설치 및 해체,DB_ONLY,0,0,1,3,,,
2-4-5#2,하수관 공기압시험,DB_ONLY,0,0,1,4,,,
2-4-7,하수관 준설(흡입식),DB_ONLY,0,0,6,13,,,
2-4-8,하수도 수로암거 준설(흡입식),FAIL,6,14,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 14행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
2-4-9,빗물받이 준설(인력식),DB_ONLY,0,0,4,6,,,
2-5,규준틀,DB_ONLY,0,0,0,0,,,
2-5-1,토공의 비탈 규준틀 설치 및 철거,DB_ONLY,0,0,1,2,,,
2-5-3,도로용 철재 수평규준틀 설치 및 철거,DB_ONLY,0,0,1,2,,,
2-6,동바리,DB_ONLY,0,0,0,0,,,
2-6-3,시스템 동바리 설치 및 해체,DB_ONLY,0,0,8,14,,,
2-6-5,잭서포트 설치 및 해체,FAIL,9,16,0,0,0.0,SECTION_MISSING,원본 9개 테이블/16행이 DB에 없음
2-7,비계,DB_ONLY,0,0,0,0,,,
2-7-1,강관비계 설치 및 해체,DB_ONLY,0,0,1,2,,,
2-7-2,시스템비계 설치 및 해체,DB_ONLY,0,0,1,2,,,
2-7-4,강관 조립말비계(이동식)설치 및 해체,DB_ONLY,0,0,2,11,,,
2-7-5,경사형 가설 계단 설치 및 해체,DB_ONLY,0,0,1,2,,,
2-7-7,비계용 브라켓 설치 및 해체,DB_ONLY,0,0,5,10,,,
2-8-10,안전난간대 설치 및 해체,DB_ONLY,0,0,4,7,,,
2-8-11,계단난간대 설치 및 해체,FAIL,10,13,0,0,0.0,SECTION_MISSING,원본 10개 테이블/13행이 DB에 없음
2-8-12,안전난간대 설치 및 해체(토목),DB_ONLY,0,0,4,6,,,
2-8-15,개구부 수평보호덮개 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-8-16,강재거푸집 작업용 난간 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-8-17,수평지지로프 설치 및 해체,DB_ONLY,0,0,0,0,,,
2-8-3,낙하물 방지망(시스템방호) 설치 및 해체,DB_ONLY,0,0,4,13,,,
2-8-4,교량 방호선반 설치 및 해체,FAIL,4,13,0,0,0.0,SECTION_MISSING,원본 4개 테이블/13행이 DB에 없음
2-8-5,교량 낙하물방지망 설치 및 해체,DB_ONLY,0,0,1,3,,,
2-8-6,철골 안전망 설치 및 해체,DB_ONLY,0,0,5,13,,,
2-8-7,비계주위 보호망 설치 및 해체,FAIL,6,13,0,0,0.0,SECTION_MISSING,원본 6개 테이블/13행이 DB에 없음
2-8-8,갱폼주위 보호망 설치 및 해체,DB_ONLY,0,0,4,7,,,
2-9,통행안전시설,DB_ONLY,0,0,0,0,,,
2-9-11,유도등 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-9-12,사각지대 충돌방지장치 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-9-2,건설용리프트 방호선반 설치 및 해체,DB_ONLY,0,0,0,0,,,
2-9-3,보행자 안전통로 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-9-4,PE드럼 설치 및 해체,DB_ONLY,0,0,1,1,,,
2-9-6,PC가설방호벽 설치 및 해체,DB_ONLY,0,0,0,0,,,
2-9-7,가설휀스(H-Beam기초) 설치 및 해체,DB_ONLY,0,0,1,2,,,
2-9-8,PE가설휀스 설치 및 해체,DB_ONLY,0,0,0,0,,,
2-9-9,가림막 가설휀스 설치 및 해체,DB_ONLY,0,0,1,1,,,
3-1,공통사항,DB_ONLY,0,0,0,0,,,
3-1#2,공통사항,DB_ONLY,0,0,0,0,,,
3-1#3,공통공사,DB_ONLY,0,0,0,0,,,
3-1#4,배관보온,DB_ONLY,0,0,0,0,,,
3-1#5,구조물 철거공사,DB_ONLY,0,0,0,0,,,
3-1-1#2,바탕 고르기,DB_ONLY,0,0,3,5,,,
3-1-1#3,일반마감 배관보온,DB_ONLY,0,0,4,14,,,
3-1-1#4,콘크리트구조물 헐기(인력),DB_ONLY,0,0,1,3,,,
3-1-2,터널 여굴(餘掘)량,FAIL,6,29,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 29행 vs DB 0행 (coverage 0.0%) | 원본에 6개 테이블이 있지만 DB에 0개
3-1-2#2,터널 여굴(餘掘)량,DB_ONLY,0,0,1,1,,,
3-1-2#4,칼라함석마감 배관보온,DB_ONLY,0,0,1,14,,,
3-1-2#5,콘크리트구조물 헐기(기계),DB_ONLY,0,0,2,11,,,
3-1-3,철골재 철거(인력),DB_ONLY,0,0,5,12,,,
3-1-4,철골재 철거(기계),FAIL,5,12,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음
3-10,개간,DB_ONLY,0,0,0,0,,,
3-10-1,답면고르기,DB_ONLY,0,0,4,14,,,
3-11-1,머신 가이던스(MG) 굴착기,FAIL,4,14,0,0,0.0,SECTION_MISSING,원본 4개 테이블/14행이 DB에 없음
